rank,set,dice,nsd,hd95,ret,dice_pre,dice_post
0,REAL_FLAIR,0.510616550963707,0.5551692276230616,5.353671956252025,100.0,0.5754314212855025,0.3995053446977716
1,ResViT-2.5D-FLAIR,0.3725674632968583,0.33885131262133045,13.29581512559552,72.96423560765841,0.48313134222644166,0.18302938513185865
2,ResViT-3D-FLAIR,0.3656757895914608,0.3756377934775534,13.304414210747264,71.61455869405454,0.4439752557131585,0.23144813338283618
3,SynDiff-2D-FLAIR,0.35632672371322516,0.3891058846253995,10.994123669970492,69.78362198419059,0.45240607049200166,0.1916192720924657
4,GAN-swinpix2pix-2D+3D-post-FLAIR,0.3505378788986273,0.3098953454119167,13.889893401949221,68.64992492645278,0.42859408026337514,0.21672724798763102
4,GAN-swinpix2pix-2D+3D-post-FLAIR,0.3505378788986273,0.3098953454119167,13.889893401949221,68.64992492645278,0.42859408026337514,0.21672724798763102
