set,class,phase,n_studies_total,n_gt_present,n_pred_when_gt_absent,n_dice_evaluable,dice_mean,dice_sd,dice_median,dice_min,dice_max,hd95_mean,hd95_median,nsd_mean,nsd_median
GAN-swinpix2pix-2D-FLAIR,tumor,preop,12,12,0,12,0.39013867316515566,0.1899908254366812,0.3154340560651293,0.12946032716709982,0.7386496749694278,11.77359340970037,10.662548793340324,0.35295872392521366,0.2820982908735883
GAN-swinpix2pix-2D-FLAIR,cavity,preop,12,3,2,3,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
GAN-swinpix2pix-2D-FLAIR,lesion,preop,12,12,0,12,0.41954707600642677,0.16468599475187942,0.3656133241402163,0.26026404151404153,0.7386496749694278,11.280135493394715,10.255074235163477,0.3617861330969594,0.28912069301404153
GAN-swinpix2pix-3D-FLAIR,tumor,all,19,15,4,15,0.2196433941198717,0.19528902139092216,0.18273978013297348,0.0,0.6428337744995984,19.981655936418438,15.480180882742962,0.23189819900364217,0.19113386781647915
GAN-swinpix2pix-3D-FLAIR,tumor,postop,7,3,4,3,0.04702907403886553,0.0409479998307705,0.06630824372759857,0.0,0.07477897838899804,24.04847471350954,25.096996040721688,0.10391062010635184,0.14060494958753436
GAN-swinpix2pix-3D-FLAIR,cavity,all,19,9,3,9,0.0,0.0,0.0,0.0,0.0,28.02457812008,28.02457812008,0.0,0.0
GAN-swinpix2pix-3D-FLAIR,cavity,postop,7,6,0,6,0.0,0.0,0.0,0.0,0.0,28.02457812008,28.02457812008,0.0,0.0
GAN-swinpix2pix-3D-FLAIR,lesion,all,19,19,0,19,0.1966028395249543,0.18217776462079077,0.1344721061239324,0.0,0.6428337744995984,21.989661178740455,20.784497558109756,0.2015949826806868,0.15133808577772584
GAN-swinpix2pix-3D-FLAIR,lesion,postop,7,7,0,7,0.07591668587441902,0.06863075845246353,0.08093102711936792,0.0,0.18042508527945422,25.98475215169965,25.096996040721688,0.09143737405434359,0.08833819241982507
GAN-swinpix2pix-3D-FLAIR,tumor,preop,12,12,0,12,0.2627969741401232,0.19513209063871675,0.27322129320806704,0.0,0.6428337744995984,18.964951242145663,13.7978058735087,0.2638950937279647,0.2125444923514902
GAN-swinpix2pix-3D-FLAIR,cavity,preop,12,3,3,3,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
GAN-swinpix2pix-3D-FLAIR,lesion,preop,12,12,0,12,0.2670030958210999,0.1925205561034188,0.28316987587106135,0.0,0.6428337744995984,19.659191444514253,14.191128704628426,0.26585358771272033,0.19552972691332454
REAL_FLAIR,tumor,all,19,15,3,15,0.46638046435971336,0.31014811662321673,0.394055294503333,0.02312732879352435,0.919707644001161,9.194069849557177,9.73865488613552,0.5410558348319562,0.4601735015772871
REAL_FLAIR,tumor,postop,7,3,3,3,0.24352404842440198,0.1870225687198871,0.3023580121703854,0.034158838599487616,0.394055294503333,17.460660170505648,19.644873376079758,0.2846905988332358,0.2566161165625929
REAL_FLAIR,cavity,all,19,9,5,9,0.4102154679508068,0.3771918736738313,0.5553944916131704,0.0,0.8214083596086992,8.79198715385527,5.157322847938024,0.5092876371431643,0.6660190455443282
REAL_FLAIR,cavity,postop,7,6,0,6,0.46770100931009057,0.36712645394174914,0.6259013181012547,0.0,0.8214083596086992,5.289825155987747,4.960973739624023,0.5925995986814947,0.6733980582524272
REAL_FLAIR,lesion,all,19,19,0,19,0.510616550963707,0.29533385952230834,0.5630498533724341,0.0,0.919707644001161,8.070738478525733,5.353671956252025,0.5551692276230616,0.5682961897915169
REAL_FLAIR,lesion,postop,7,7,0,7,0.3995053446977716,0.29137934390413306,0.4328545530609399,0.0,0.7197500269367525,12.749392288121859,7.242999958416839,0.4047239611111276,0.49436112079990696
REAL_FLAIR,tumor,preop,12,12,0,12,0.5220945683435413,0.31485745606610066,0.5249197375370089,0.02312732879352435,0.919707644001161,7.1274222693200615,6.023557276204257,0.6051471438316361,0.5664166013696403
REAL_FLAIR,cavity,preop,12,3,5,3,0.2952443852322392,0.44988772834382196,0.07246734039930984,0.00021346995410395986,0.8130523453433038,14.628923816967808,12.042142286588916,0.37043436791261336,0.15863937387116195
REAL_FLAIR,lesion,preop,12,12,0,12,0.5754314212855025,0.2897890380069729,0.5857407180402721,0.050751215801342134,0.919707644001161,5.341523756261329,4.097149621574424,0.6429289664216898,0.637020822072538
ResViT-2.5D-FLAIR,tumor,all,19,15,4,15,0.3432329713969188,0.2852245517322051,0.32104308781625074,0.0,0.7958617994441871,14.11269876104551,12.464895911637566,0.2984731748154807,0.29852518230899017
ResViT-2.5D-FLAIR,tumor,postop,7,3,4,3,0.07995528004643938,0.07072760227166248,0.10551908582543156,0.0,0.1343467543138866,24.4367511484037,22.578758708045537,0.11966999423155678,0.14528249373782354
ResViT-2.5D-FLAIR,cavity,all,19,9,6,9,0.1705504862743838,0.2604515977251837,0.004765851636966432,0.0,0.6440576230492197,22.304238431171484,17.103655837145787,0.22401910634371613,0.12889888779530126
ResViT-2.5D-FLAIR,cavity,postop,7,6,0,6,0.2035142309509541,0.3159946225766613,0.0,0.0,0.6440576230492197,24.347680549221998,20.225104540793478,0.25402127409918285,0.002472187886279357
ResViT-2.5D-FLAIR,lesion,all,19,19,0,19,0.3725674632968583,0.25186597964408003,0.39369473279507883,0.0,0.7958617994441871,16.338440252483746,13.29581512559552,0.33885131262133045,0.3586616635397123
ResViT-2.5D-FLAIR,lesion,postop,7,7,0,7,0.18302938513185865,0.22148836074494427,0.10551908582543156,0.0,0.5644481887110362,25.010268656712018,24.35631365844857,0.2240846510416361,0.14528249373782354
ResViT-2.5D-FLAIR,tumor,preop,12,12,0,12,0.4090523942345386,0.2810703658168962,0.41141853445775634,0.0,0.7958617994441871,11.297048109947822,9.80080827601255,0.34723767861109633,0.3710873891803872
ResViT-2.5D-FLAIR,cavity,preop,12,3,6,3,0.10462299692124317,0.10922068997707432,0.08783896190317751,0.004765851636966432,0.2212641772235856,18.898501567753957,13.982207133498097,0.17401549341793832,0.20523091423185674
ResViT-2.5D-FLAIR,lesion,preop,12,12,0,12,0.48313134222644166,0.20211353460045123,0.4630419815237793,0.23339355935806144,0.7958617994441871,11.279873683350582,10.53573605127549,0.40579853187615217,0.3783601929369149
ResViT-2D+3D-refine-FLAIR,tumor,all,19,15,4,15,0.3602854871799125,0.24166345570618478,0.3123254618976341,0.0,0.813790087753297,12.248713949660567,11.698697403992877,0.36927980078597356,0.3217094017094017
ResViT-2D+3D-refine-FLAIR,tumor,postop,7,3,4,3,0.1452998182784721,0.17160757994388537,0.10126582278481013,0.0,0.3346336320506062,26.469718995972006,19.603134442010752,0.1888401170297016,0.2000561955605507
ResViT-2D+3D-refine-FLAIR,cavity,all,19,9,4,9,0.18705716163502595,0.29406485229926677,0.002482801427610821,0.0,0.7127045235803657,16.181582022370304,18.654575507137643,0.3035312183194484,0.15186126574598566
ResViT-2D+3D-refine-FLAIR,cavity,postop,7,6,1,6,0.24077513759851052,0.34727178780141554,0.03508287292817679,0.0,0.7127045235803657,11.940667082911618,10.465070184464798,0.40034735309123454,0.4194549914265722
ResViT-2D+3D-refine-FLAIR,lesion,all,19,19,0,19,0.34068043075354665,0.24215863904166474,0.32564982834722905,0.014454910006528024,0.813790087753297,13.416385271241356,12.813672744856547,0.3568417063905233,0.31206940546057665
ResViT-2D+3D-refine-FLAIR,lesion,postop,7,7,0,7,0.2055862909617819,0.20205539921371385,0.07805519053876478,0.014454910006528024,0.5539112050739958,20.782175922216002,17.190735089372897,0.2497623543379413,0.20394173093401885
ResViT-2D+3D-refine-FLAIR,tumor,preop,12,12,0,12,0.41403190440527254,0.2306903072936901,0.3624717269981551,0.04922929860198351,0.813790087753297,8.69346268808271,10.196786612272263,0.4143897217250416,0.3224016015678111
ResViT-2D+3D-refine-FLAIR,cavity,preop,12,3,3,3,0.07962120970805685,0.13576348717404935,0.002482801427610821,0.0,0.23638082769655974,24.663411901287674,24.663411901287674,0.10989894877587617,0.10989894877587617
ResViT-2D+3D-refine-FLAIR,lesion,preop,12,12,0,12,0.4194853456320761,0.23515964570827164,0.4263549763384079,0.0328303763886586,0.813790087753297,9.119674058172809,11.683185595884716,0.41930466175452946,0.3362087047609509
ResViT-2D-FLAIR,tumor,all,19,15,4,15,0.3658433163321699,0.2553855821474109,0.32829910906921844,0.0,0.7999589302920688,11.620875682907156,13.176371259441114,0.3765090376360028,0.3229018492176387
ResViT-2D-FLAIR,tumor,postop,7,3,4,3,0.0644630783958955,0.057161249160413534,0.08441487621332752,0.0,0.10897435897435898,23.15099146460345,19.28330421447754,0.1058369334459619,0.1380615850580515
ResViT-2D-FLAIR,cavity,all,19,9,5,9,0.12365311988809186,0.2003816598964191,0.0,0.0,0.5497108234646103,17.787884136431025,18.77862565034581,0.20157842333970016,0.15625
ResViT-2D-FLAIR,cavity,postop,7,6,1,6,0.15308352811321949,0.24395938542313855,0.0,0.0,0.5497108234646103,15.081461271619256,14.420726214766608,0.2635770527862031,0.258773950162962
ResViT-2D-FLAIR,lesion,all,19,19,0,19,0.3277287243579571,0.2565949560153404,0.33598625533742643,0.0,0.7999589302920688,12.838563205076525,13.577533446080048,0.34462052142186056,0.32189449801474757
ResViT-2D-FLAIR,lesion,postop,7,7,0,7,0.11588883781711178,0.16408921860036135,0.08436886854153042,0.0,0.46900958466453674,19.272591386088237,18.32587513713038,0.15715145418158527,0.13839173178724476
ResViT-2D-FLAIR,tumor,preop,12,12,0,12,0.4411883758162383,0.2268274558161254,0.4272991686046661,0.10612847130737209,0.7999589302920688,8.738346737483083,9.591710712711773,0.44417706368351295,0.36557391002376394
ResViT-2D-FLAIR,cavity,preop,12,3,4,3,0.06479230343783658,0.06344638521310036,0.06757575757575758,0.0,0.12680115273775217,21.396447956180054,18.77862565034581,0.11891358407769625,0.15625
ResViT-2D-FLAIR,lesion,preop,12,12,0,12,0.45130199150678346,0.21871705782637962,0.4227107789217616,0.08703979570121302,0.7999589302920688,9.085380099486361,12.516161880369054,0.4539774773120211,0.3760821333888573
ResViT-3D-FLAIR,tumor,all,19,15,4,15,0.4092047487898937,0.2325599044590931,0.4158565663976522,0.023553472518108222,0.7212921306881038,9.618162660935386,7.860916817791681,0.42155920371117983,0.43805140007671656
ResViT-3D-FLAIR,tumor,postop,7,3,4,3,0.28009279023901096,0.07390302904463818,0.2789462032322338,0.2067697258778231,0.35456244160697603,11.83393971833483,10.686669378371677,0.3553664683187388,0.36631171345595354
ResViT-3D-FLAIR,cavity,all,19,9,4,9,0.10211505068534851,0.21308809135002146,0.004646905583327466,0.0,0.6519844000917642,26.294396001456217,21.58873352186817,0.1517688701314816,0.089737353476284
ResViT-3D-FLAIR,cavity,postop,7,6,1,6,0.12708220525844666,0.2596561289681883,0.008865248226950355,0.0,0.6519844000917642,24.435795144997282,18.01407960681457,0.19471416367873076,0.10006761325219743
ResViT-3D-FLAIR,lesion,all,19,19,0,19,0.3656757895914608,0.2534048001110905,0.3522567211709229,0.0,0.7212921306881038,13.334084351572875,13.304414210747264,0.3756377934775534,0.3465543984046089
ResViT-3D-FLAIR,lesion,postop,7,7,0,7,0.23144813338283618,0.23969749265626264,0.24800043527939497,0.0,0.6780516204152921,19.517519131334332,14.586473966727173,0.2674598872908848,0.28416304710992313
ResViT-3D-FLAIR,tumor,preop,12,12,0,12,0.4414827384276145,0.24931580848415782,0.46464025466589665,0.023553472518108222,0.7212921306881038,9.064218396585526,5.913402939212778,0.43810738755929,0.4496743380944037
ResViT-3D-FLAIR,cavity,preop,12,3,3,3,0.05218074153915223,0.08638660866492225,0.004646905583327466,0.0,0.15189531903412923,29.392064095554435,25.163387436921774,0.08019338088606633,0.07940709370037057
ResViT-3D-FLAIR,lesion,preop,12,12,0,12,0.4439752557131585,0.23576440830468048,0.46229535411486,0.023553472518108222,0.7212921306881038,9.727080730045364,11.433183746747014,0.43874157208644343,0.42840159880165996
SynDiff-2.5D-FLAIR,tumor,all,19,15,4,15,0.27947083792706645,0.2393005455079777,0.17934591489860507,0.0,0.7417176012047125,12.071824406914558,10.44804567224826,0.3352968020750537,0.31544147359709673
SynDiff-2.5D-FLAIR,tumor,postop,7,3,4,3,0.0837340674412516,0.09026101340716049,0.0718562874251497,0.0,0.17934591489860507,19.738765591245354,14.979019648587819,0.1836529741151466,0.18545775684427435
SynDiff-2.5D-FLAIR,cavity,all,19,9,6,9,0.12645351120782147,0.22186071398927332,0.00572041473006793,0.0,0.6787762906309751,21.180265572630397,18.449693227814244,0.19403554631339637,0.134052365968858
SynDiff-2.5D-FLAIR,cavity,postop,7,6,0,6,0.18833944765131258,0.2548816251007895,0.11160972632209692,0.0,0.6787762906309751,19.3630181024728,16.455600820261086,0.29362613144167604,0.2277951933124347
SynDiff-2.5D-FLAIR,lesion,all,19,19,0,19,0.27572249265895155,0.22860645918598763,0.2021950189953567,0.0,0.7429702882679586,14.284404124706244,11.858038187026978,0.3158494890661506,0.23488797129899142
SynDiff-2.5D-FLAIR,lesion,postop,7,7,0,7,0.17123345115706678,0.20587832982845206,0.0718562874251497,0.0,0.5928853754940712,20.599337856924816,16.046458083517628,0.23803351742260018,0.18545775684427435
SynDiff-2.5D-FLAIR,tumor,preop,12,12,0,12,0.32840503054852016,0.24153657761627897,0.41242225946884,0.0,0.7417176012047125,9.980840447551612,8.682413012649084,0.376654209700483,0.3424285942237115
SynDiff-2.5D-FLAIR,cavity,preop,12,3,6,3,0.0026816383208393174,0.0028768814507428536,0.0023245002324500234,0.0,0.00572041473006793,24.209011356226394,18.833805053161864,0.02805123776626367,0.041666666666666664
SynDiff-2.5D-FLAIR,lesion,preop,12,12,0,12,0.33667443353505094,0.22671041388312288,0.3813255436008206,0.07643582575462685,0.7429702882679586,10.60069278091208,8.897155389984036,0.36124213919155507,0.3193138117856339
SynDiff-2D-FLAIR,tumor,all,19,15,3,15,0.38089170003320766,0.2541651094584887,0.3473845409849279,0.0,0.7857984729173428,11.844096400216635,11.060055640218717,0.37903816903922033,0.3112567282939387
SynDiff-2D-FLAIR,tumor,postop,7,3,3,3,0.12003792598421754,0.13056798504666245,0.10105580693815988,0.0,0.25905797101449274,23.548095694955347,18.166053137237018,0.17172654103992524,0.203922894825837
SynDiff-2D-FLAIR,cavity,all,19,9,4,9,0.1498267124175131,0.227466006485985,0.07393209200438117,0.0,0.6763392857142857,15.172374017655093,14.626948652986995,0.31596009946077,0.24820482186890533
SynDiff-2D-FLAIR,cavity,postop,7,6,0,6,0.20261455784927107,0.26569990019310785,0.09406282019573897,0.0,0.6763392857142857,11.917252012246367,13.765766908391106,0.39956687350605363,0.3669829957971471
SynDiff-2D-FLAIR,lesion,all,19,19,0,19,0.35632672371322516,0.24943503779772383,0.32012951969778736,0.0,0.7857984729173428,11.447829013635518,10.994123669970492,0.3891058846253995,0.3143308406031954
SynDiff-2D-FLAIR,lesion,postop,7,7,0,7,0.1916192720924657,0.20834216296544913,0.1634935744883389,0.0,0.6147638262520769,17.37047941741631,15.125441293246077,0.29917603448546376,0.30391467797303606
SynDiff-2D-FLAIR,tumor,preop,12,12,0,12,0.4461051435454551,0.23647699288492022,0.4247481377818082,0.01856847123768898,0.7857984729173428,8.918096576531958,10.245382880302467,0.4308660760390441,0.40553651702264293
SynDiff-2D-FLAIR,cavity,preop,12,3,4,3,0.04425102155399713,0.07343728203178156,0.0037313432835820895,0.0,0.12902172137840928,21.682618028472543,21.682618028472543,0.14874655137020293,0.14874655137020293
SynDiff-2D-FLAIR,lesion,preop,12,12,0,12,0.45240607049200166,0.22539009443849561,0.4267850516235553,0.09090308078804707,0.7857984729173428,8.486503811745122,10.729552923121949,0.4340708096953674,0.40432707458976747
SynDiff-3D+3D-refine-FLAIR,tumor,all,19,15,3,15,0.36040167360958714,0.2493948209607129,0.3361884368308351,0.0,0.755322053892281,11.96013412340699,11.395926755759834,0.36632447572405014,0.2950596252129472
SynDiff-3D+3D-refine-FLAIR,tumor,postop,7,3,3,3,0.09904009606902119,0.09522906942770448,0.10718539102818579,0.0,0.18993489717887777,24.424422216076454,18.127646018758462,0.16785175205302508,0.22668004012036108
SynDiff-3D+3D-refine-FLAIR,cavity,all,19,9,3,9,0.14350855459422399,0.16822493661898835,0.0663594470046083,0.0,0.41645053723601333,20.651299186380868,14.767146675088489,0.2311182874339365,0.24183006535947713
SynDiff-3D+3D-refine-FLAIR,cavity,postop,7,6,0,6,0.1841145195548239,0.18656073560055617,0.15877680133315553,0.0,0.41645053723601333,20.969456769664227,10.701829064090031,0.2625952854269639,0.371163454675232
SynDiff-3D+3D-refine-FLAIR,lesion,all,19,19,0,19,0.33873987511213655,0.23397540247433382,0.3120728650895532,0.0012526333769857087,0.7556875245622462,14.501070630039555,12.125525418392558,0.33971651981356904,0.2890891963279706
SynDiff-3D+3D-refine-FLAIR,lesion,postop,7,7,0,7,0.1781186733125479,0.17255825757465726,0.18993489717887777,0.0012526333769857087,0.5015726567414552,23.835911272874082,16.33375942464392,0.21365055163716434,0.22668004012036108
SynDiff-3D+3D-refine-FLAIR,tumor,preop,12,12,0,12,0.4257420679947286,0.23286158480871338,0.40629477203130737,0.028445081869248236,0.755322053892281,8.84406210023962,9.34350262652238,0.4159426566418063,0.37828431353858516
SynDiff-3D+3D-refine-FLAIR,cavity,preop,12,3,3,3,0.06229662467302419,0.10652064362772985,0.0015972618368511123,0.0,0.18529261218222146,19.85590522817247,19.85590522817247,0.1524257924513679,0.1524257924513679
SynDiff-3D+3D-refine-FLAIR,lesion,preop,12,12,0,12,0.4324355761618966,0.21759049982937817,0.4004719932998907,0.06634620463789552,0.7556875245622462,9.055746921719415,9.67094103943755,0.41325500124980513,0.37828431353858516
SynDiff-3D-FLAIR,tumor,all,19,15,4,15,0.23901054649072456,0.23641202693971824,0.18470442331541959,0.0015300267754685707,0.6805446960829066,13.808045690050054,12.651376753279726,0.2717025215224648,0.188705035971223
SynDiff-3D-FLAIR,tumor,postop,7,3,4,3,0.03359227756593328,0.027018432210076417,0.026779216998981226,0.010632497273718648,0.06336511842509997,20.90375126810351,21.00211236795121,0.09125226525785247,0.08113143631436315
SynDiff-3D-FLAIR,cavity,all,19,9,6,9,0.17910639976189924,0.17692813393735157,0.14626824942011188,0.0,0.5529820497973365,16.78123326152058,14.066291782614286,0.2489905275466701,0.1941692524870487
SynDiff-3D-FLAIR,cavity,postop,7,6,1,6,0.2128331970533631,0.20511179408513097,0.14930511520694037,0.0,0.5529820497973365,13.347609347931364,10.68100170801354,0.32071714307985266,0.3275862068965517
SynDiff-3D-FLAIR,lesion,all,19,19,0,19,0.2729171337822559,0.21393455008863527,0.31413370344668057,0.004838919199792154,0.6805446960829066,13.02652648905402,12.351428644196663,0.29386075332571554,0.2874617737003058
SynDiff-3D-FLAIR,lesion,postop,7,7,0,7,0.15343071828870233,0.1586911800935011,0.05849802371541502,0.007832111657796967,0.41817855218250405,16.59818251739763,16.710938200960786,0.21204449105568882,0.12121212121212122
SynDiff-3D-FLAIR,tumor,preop,12,12,0,12,0.2903651137219224,0.23794032194038733,0.22604341411812512,0.0015300267754685707,0.6805446960829066,12.034119295536692,11.569107182617874,0.31681508558861793,0.2487172917102397
SynDiff-3D-FLAIR,cavity,preop,12,3,5,3,0.11165280517897153,0.098993264580502,0.14626824942011188,0.0,0.1886901661168027,22.503939784169273,18.25417735350286,0.12944616832469913,0.18865546218487395
SynDiff-3D-FLAIR,lesion,preop,12,12,0,12,0.34261754282016227,0.21626787230389036,0.35208599476813873,0.004838919199792154,0.6805446960829066,10.943060472520251,10.448730365076608,0.34158690631656446,0.30014671023878
