phase,roi,dilation_mm,comparison,metric,n,mean_A,mean_B,stat,p
all,tumor,0.0,SwinPix2Pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,16,0.7618035001769294,0.7958976900204539,0.0,3.0517578125e-05
all,tumor,0.0,SwinPix2Pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,16,17.202862140197333,18.07941553059004,36.0,0.104583740234375
all,tumor,0.0,SwinPix2Pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,16,0.07599607624170525,0.0775996344423239,41.0,0.17535400390625
all,tumor,0.0,pix2pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,16,0.7622375743348326,0.7958976900204539,4.0,0.000213623046875
all,tumor,0.0,pix2pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,16,16.96281133524515,18.07941553059004,18.0,0.00762939453125
all,tumor,0.0,pix2pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,16,0.07372894671139568,0.0775996344423239,39.0,0.14385986328125
all,tumor,0.0,SynDiff-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,16,0.7541382919690316,0.7958976900204539,29.0,0.0443115234375
all,tumor,0.0,SynDiff-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,16,16.300954409880283,18.07941553059004,8.0,0.000762939453125
all,tumor,0.0,SynDiff-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,16,0.08234237693636706,0.0775996344423239,55.0,0.528167724609375
all,tumor,0.0,SynDiff-3D+3D-refine-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,16,0.7507232266043814,0.7958976900204539,22.0,0.0155029296875
all,tumor,0.0,SynDiff-3D+3D-refine-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,16,16.187416551335545,18.07941553059004,10.0,0.001312255859375
all,tumor,0.0,SynDiff-3D+3D-refine-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,16,0.07891045491710576,0.0775996344423239,64.0,0.860260009765625
all,tumor,0.0,ResViT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,16,0.7504808354154886,0.7958976900204539,15.0,0.004180908203125
all,tumor,0.0,ResViT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,16,16.65789761882884,18.07941553059004,20.0,0.010986328125
all,tumor,0.0,ResViT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,16,0.07572999614765204,0.0775996344423239,64.0,0.860260009765625
all,tumor,0.0,CUT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,16,0.7486893659221406,0.7958976900204539,0.0,3.0517578125e-05
all,tumor,0.0,CUT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,16,16.992511668681242,18.07941553059004,20.0,0.010986328125
all,tumor,0.0,CUT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,16,0.06935376532089049,0.0775996344423239,48.0,0.322509765625
all,tumor,0.0,CycleGAN-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,16,0.7602161732692871,0.7958976900204539,4.0,0.000213623046875
all,tumor,0.0,CycleGAN-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,16,17.117182141025413,18.07941553059004,22.0,0.0155029296875
all,tumor,0.0,CycleGAN-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,16,0.06529615950060291,0.0775996344423239,25.0,0.02496337890625
all,tumor,0.0,CUT-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,16,0.7594547028053942,0.7958976900204539,1.0,6.103515625e-05
all,tumor,0.0,CUT-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,16,17.386359469535883,18.07941553059004,33.0,0.07391357421875
all,tumor,0.0,CUT-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,16,0.06616120171791284,0.0775996344423239,37.0,0.116668701171875
all,tumor,0.0,CycleGAN-2D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,16,0.7192179098634859,0.7958976900204539,15.0,0.004180908203125
all,tumor,0.0,CycleGAN-2D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,16,16.083235147757208,18.07941553059004,24.0,0.021392822265625
all,tumor,0.0,CycleGAN-2D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,16,0.09521854191863557,0.0775996344423239,44.0,0.231201171875
all,tumor,5.0,ResViT-2D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6471631580110997,0.658439224336774,28.0,0.03863525390625
all,tumor,5.0,ResViT-2D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,16.038360547715612,16.28713489807117,34.0,0.083251953125
all,tumor,5.0,ResViT-2D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.1296848152733971,0.1511264148176766,0.0,3.0517578125e-05
all,tumor,5.0,ResViT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6423022344664653,0.658439224336774,23.0,0.01824951171875
all,tumor,5.0,ResViT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,16.40555540687071,16.28713489807117,60.0,0.705718994140625
all,tumor,5.0,ResViT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.10710085317708193,0.1511264148176766,1.0,6.103515625e-05
all,tumor,5.0,SwinPix2Pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.651665653948056,0.658439224336774,66.0,0.93988037109375
all,tumor,5.0,SwinPix2Pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,16.00988930881473,16.28713489807117,68.0,1.0
all,tumor,5.0,SwinPix2Pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.18455069290481163,0.1511264148176766,4.0,0.000213623046875
all,tumor,5.0,pix2pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6498542667020657,0.658439224336774,59.0,0.668548583984375
all,tumor,5.0,pix2pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.959146665699327,16.28713489807117,55.0,0.528167724609375
all,tumor,5.0,pix2pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.1914847107309081,0.1511264148176766,2.0,9.1552734375e-05
all,tumor,5.0,ResViT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6494000529980348,0.658439224336774,28.0,0.03863525390625
all,tumor,5.0,ResViT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,16.2347242871024,16.28713489807117,62.0,0.781951904296875
all,tumor,5.0,ResViT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.13383009899782447,0.1511264148176766,7.0,0.000579833984375
all,tumor,5.0,CycleGAN-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6490015829931457,0.658439224336774,62.0,0.781951904296875
all,tumor,5.0,CycleGAN-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.883629919283706,16.28713489807117,47.0,0.2978515625
all,tumor,5.0,CycleGAN-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19496653461326008,0.1511264148176766,3.0,0.000152587890625
all,tumor,5.0,ResViT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6383214535948957,0.658439224336774,16.0,0.005157470703125
all,tumor,5.0,ResViT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,16.13115921230594,16.28713489807117,49.0,0.348388671875
all,tumor,5.0,ResViT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.11942282803319966,0.1511264148176766,0.0,3.0517578125e-05
all,tumor,5.0,CUT-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.645777058240083,0.658439224336774,52.0,0.433197021484375
all,tumor,5.0,CUT-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.783771477293325,16.28713489807117,47.0,0.2978515625
all,tumor,5.0,CUT-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.18262538475406798,0.1511264148176766,4.0,0.000213623046875
all,tumor,5.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6507340207370582,0.658439224336774,67.0,0.979949951171875
all,tumor,5.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.965432321480272,16.28713489807117,62.0,0.781951904296875
all,tumor,5.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.1854090511903117,0.1511264148176766,3.0,0.000152587890625
all,tumor,5.0,CUT-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6499734225382352,0.658439224336774,63.0,0.820892333984375
all,tumor,5.0,CUT-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,16.000485003569427,16.28713489807117,65.0,0.899932861328125
all,tumor,5.0,CUT-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19489177085505963,0.1511264148176766,1.0,6.103515625e-05
all,tumor,5.0,SynDiff-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6360020298152367,0.658439224336774,13.0,0.002685546875
all,tumor,5.0,SynDiff-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.59727669989724,16.28713489807117,6.0,0.00042724609375
all,tumor,5.0,SynDiff-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.11977727401816646,0.1511264148176766,12.0,0.00213623046875
all,tumor,5.0,pix2pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6495748744598199,0.658439224336774,67.0,0.979949951171875
all,tumor,5.0,pix2pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.915324589515357,16.28713489807117,58.0,0.632171630859375
all,tumor,5.0,pix2pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19390425371338188,0.1511264148176766,2.0,9.1552734375e-05
all,tumor,5.0,ResViT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6407303042621074,0.658439224336774,8.0,0.000762939453125
all,tumor,5.0,ResViT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.763640853665574,16.28713489807117,11.0,0.001678466796875
all,tumor,5.0,ResViT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.13635827032710784,0.1511264148176766,13.0,0.002685546875
all,tumor,5.0,SynDiff-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6316621038480155,0.658439224336774,8.0,0.000762939453125
all,tumor,5.0,SynDiff-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.56912047224005,16.28713489807117,14.0,0.00335693359375
all,tumor,5.0,SynDiff-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.124253856480536,0.1511264148176766,8.0,0.000762939453125
all,tumor,5.0,SwinPix2Pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6392890605571162,0.658439224336774,38.0,0.129730224609375
all,tumor,5.0,SwinPix2Pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.756627082676806,16.28713489807117,48.0,0.322509765625
all,tumor,5.0,SwinPix2Pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.18517823913415044,0.1511264148176766,2.0,9.1552734375e-05
all,tumor,5.0,pix2pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6369541336004334,0.658439224336774,43.0,0.21142578125
all,tumor,5.0,pix2pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.675536556752919,16.28713489807117,33.0,0.07391357421875
all,tumor,5.0,pix2pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19619666898859822,0.1511264148176766,1.0,6.103515625e-05
all,tumor,5.0,SwinPix2Pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6412258589156881,0.658439224336774,54.0,0.49542236328125
all,tumor,5.0,SwinPix2Pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.874156758825675,16.28713489807117,51.0,0.40374755859375
all,tumor,5.0,SwinPix2Pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.1857920927356105,0.1511264148176766,2.0,9.1552734375e-05
all,tumor,5.0,pix2pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6410138274832076,0.658439224336774,56.0,0.5618896484375
all,tumor,5.0,pix2pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.767990327410041,16.28713489807117,47.0,0.2978515625
all,tumor,5.0,pix2pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19630998844510855,0.1511264148176766,1.0,6.103515625e-05
all,tumor,5.0,CycleGAN-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6344851769532585,0.658439224336774,35.0,0.09344482421875
all,tumor,5.0,CycleGAN-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.658006085597833,16.28713489807117,36.0,0.104583740234375
all,tumor,5.0,CycleGAN-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19047222627526117,0.1511264148176766,3.0,0.000152587890625
all,tumor,5.0,pix2pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6407195261963126,0.658439224336774,56.0,0.5618896484375
all,tumor,5.0,pix2pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.779042651648455,16.28713489807117,45.0,0.252227783203125
all,tumor,5.0,pix2pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19606969902289123,0.1511264148176766,1.0,6.103515625e-05
all,tumor,5.0,pix2pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6337709320781126,0.658439224336774,48.0,0.322509765625
all,tumor,5.0,pix2pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.833968533197627,16.28713489807117,57.0,0.596588134765625
all,tumor,5.0,pix2pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19095534868025082,0.1511264148176766,2.0,9.1552734375e-05
all,tumor,5.0,SwinPix2Pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6386101406989437,0.658439224336774,42.0,0.19281005859375
all,tumor,5.0,SwinPix2Pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.849528138184969,16.28713489807117,49.0,0.348388671875
all,tumor,5.0,SwinPix2Pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.18227506166970653,0.1511264148176766,3.0,0.000152587890625
all,tumor,5.0,CycleGAN-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6379082822650428,0.658439224336774,30.0,0.0506591796875
all,tumor,5.0,CycleGAN-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.664461472866662,16.28713489807117,39.0,0.14385986328125
all,tumor,5.0,CycleGAN-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19344273283944058,0.1511264148176766,2.0,9.1552734375e-05
all,tumor,5.0,CycleGAN-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6323806000062382,0.658439224336774,27.0,0.033538818359375
all,tumor,5.0,CycleGAN-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.360304403231936,16.28713489807117,23.0,0.01824951171875
all,tumor,5.0,CycleGAN-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19782630482633448,0.1511264148176766,3.0,0.000152587890625
all,tumor,5.0,SynDiff-3D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6240531570009566,0.658439224336774,3.0,0.000152587890625
all,tumor,5.0,SynDiff-3D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.757272863649307,16.28713489807117,16.0,0.005157470703125
all,tumor,5.0,SynDiff-3D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.12598767436371372,0.1511264148176766,6.0,0.00042724609375
all,tumor,5.0,CUT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6356675194130047,0.658439224336774,43.0,0.21142578125
all,tumor,5.0,CUT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.704976631137761,16.28713489807117,41.0,0.17535400390625
all,tumor,5.0,CUT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.1926245869939215,0.1511264148176766,0.0,3.0517578125e-05
all,tumor,5.0,CUT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6296171086046596,0.658439224336774,29.0,0.0443115234375
all,tumor,5.0,CUT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.568315080099943,16.28713489807117,22.0,0.0155029296875
all,tumor,5.0,CUT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19183549157295474,0.1511264148176766,2.0,9.1552734375e-05
all,tumor,5.0,SynDiff-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6295596761228108,0.658439224336774,8.0,0.000762939453125
all,tumor,5.0,SynDiff-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.394159450746862,16.28713489807117,17.0,0.00628662109375
all,tumor,5.0,SynDiff-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.1319120732001122,0.1511264148176766,15.0,0.004180908203125
all,tumor,5.0,CycleGAN-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6328843536534565,0.658439224336774,35.0,0.09344482421875
all,tumor,5.0,CycleGAN-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.559546133408972,16.28713489807117,24.0,0.021392822265625
all,tumor,5.0,CycleGAN-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.1996784119935534,0.1511264148176766,3.0,0.000152587890625
all,tumor,5.0,ResViT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6193861580791499,0.658439224336774,9.0,0.001007080078125
all,tumor,5.0,ResViT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.735237568463498,16.28713489807117,37.0,0.116668701171875
all,tumor,5.0,ResViT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.11290795858203082,0.1511264148176766,3.0,0.000152587890625
all,tumor,5.0,CUT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6312723179151348,0.658439224336774,35.0,0.09344482421875
all,tumor,5.0,CUT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.654223939660966,16.28713489807117,39.0,0.14385986328125
all,tumor,5.0,CUT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.19267944240915846,0.1511264148176766,1.0,6.103515625e-05
all,tumor,5.0,SynDiff-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6236574521310918,0.658439224336774,1.0,6.103515625e-05
all,tumor,5.0,SynDiff-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.322792603333067,16.28713489807117,2.0,9.1552734375e-05
all,tumor,5.0,SynDiff-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.12092526994979735,0.1511264148176766,7.0,0.000579833984375
all,tumor,5.0,SwinPix2Pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6235364556129976,0.658439224336774,21.0,0.013092041015625
all,tumor,5.0,SwinPix2Pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.517602372931709,16.28713489807117,41.0,0.17535400390625
all,tumor,5.0,SwinPix2Pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.1832305543206832,0.1511264148176766,3.0,0.000152587890625
all,tumor,5.0,CUT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6215443638088769,0.658439224336774,21.0,0.013092041015625
all,tumor,5.0,CUT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.317623919744285,16.28713489807117,13.0,0.002685546875
all,tumor,5.0,CUT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.15662017758579994,0.1511264148176766,57.0,0.596588134765625
all,tumor,5.0,SynDiff-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.615823487700017,0.658439224336774,5.0,0.00030517578125
all,tumor,5.0,SynDiff-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.248252155159836,16.28713489807117,8.0,0.000762939453125
all,tumor,5.0,SynDiff-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.1368859193769138,0.1511264148176766,20.0,0.010986328125
all,tumor,5.0,ResViT-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6119600098931794,0.658439224336774,4.0,0.000213623046875
all,tumor,5.0,ResViT-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.45175476831663,16.28713489807117,12.0,0.00213623046875
all,tumor,5.0,ResViT-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.11527354515304937,0.1511264148176766,3.0,0.000152587890625
all,tumor,5.0,SwinPix2Pix-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6084864858298857,0.658439224336774,5.0,0.00030517578125
all,tumor,5.0,SwinPix2Pix-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.087848188113853,16.28713489807117,20.0,0.010986328125
all,tumor,5.0,SwinPix2Pix-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.17688443541010168,0.1511264148176766,9.0,0.001007080078125
all,tumor,5.0,CycleGAN-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6083020774925312,0.658439224336774,4.0,0.000213623046875
all,tumor,5.0,CycleGAN-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.239516228027918,16.28713489807117,20.0,0.010986328125
all,tumor,5.0,CycleGAN-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.14800882185538822,0.1511264148176766,57.0,0.596588134765625
all,tumor,5.0,SynDiff-3D+3D-refine-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6046615108141726,0.658439224336774,3.0,0.000152587890625
all,tumor,5.0,SynDiff-3D+3D-refine-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.123942062428156,16.28713489807117,7.0,0.000579833984375
all,tumor,5.0,SynDiff-3D+3D-refine-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.14031239667192974,0.1511264148176766,36.0,0.104583740234375
all,tumor,5.0,pix2pix-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6034489047411937,0.658439224336774,7.0,0.000579833984375
all,tumor,5.0,pix2pix-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.18560670642637,16.28713489807117,19.0,0.009185791015625
all,tumor,5.0,pix2pix-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.17788312973917508,0.1511264148176766,10.0,0.001312255859375
all,tumor,5.0,SynDiff-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6002051989758135,0.658439224336774,0.0,3.0517578125e-05
all,tumor,5.0,SynDiff-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,16,15.137078974954248,16.28713489807117,10.0,0.001312255859375
all,tumor,5.0,SynDiff-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,16,0.13454835529054912,0.1511264148176766,19.0,0.009185791015625
all,tumor,5.0,CycleGAN-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,16,0.6062507692289129,0.658439224336774,3.0,0.000152587890625
