phase,roi,dilation_mm,comparison,metric,n,mean_A,mean_B,stat,p
pre,lesion,0.0,SynDiff-3D+3D-refine-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.08037515077770603,0.09677733675567153,7.0,0.00927734375
pre,lesion,0.0,SynDiff-2.5D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7213231064648798,0.7654507858088332,8.0,0.01220703125
pre,lesion,0.0,SynDiff-2.5D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.651542097067887,17.368727545189902,2.0,0.00146484375
pre,lesion,0.0,SynDiff-2.5D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.0912707173621896,0.09677733675567153,29.0,0.4697265625
pre,lesion,0.0,SwinPix2Pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7270155445591068,0.7654507858088332,0.0,0.00048828125
pre,lesion,0.0,SwinPix2Pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.909218830550737,17.368727545189902,11.0,0.02685546875
pre,lesion,0.0,SwinPix2Pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.0949493000040122,0.09677733675567153,23.0,0.2333984375
pre,lesion,0.0,pix2pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7280928310180825,0.7654507858088332,1.0,0.0009765625
pre,lesion,0.0,pix2pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.798603443141495,17.368727545189902,5.0,0.0048828125
pre,lesion,0.0,pix2pix-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.08985131050946611,0.09677733675567153,18.0,0.10986328125
pre,lesion,0.0,ResViT-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7109100734560067,0.7654507858088332,3.0,0.00244140625
pre,lesion,0.0,ResViT-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.803671305738591,17.368727545189902,13.0,0.04248046875
pre,lesion,0.0,ResViT-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.08927461619504695,0.09677733675567153,28.0,0.423828125
pre,lesion,0.0,CycleGAN-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7229931610687169,0.7654507858088332,0.0,0.00048828125
pre,lesion,0.0,CycleGAN-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.907066033818259,17.368727545189902,0.0,0.00048828125
pre,lesion,0.0,CycleGAN-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.07881956288770998,0.09677733675567153,6.0,0.0068359375
pre,lesion,0.0,CUT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7144499062574178,0.7654507858088332,0.0,0.00048828125
pre,lesion,0.0,CUT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,16.123247239712633,17.368727545189902,10.0,0.02099609375
pre,lesion,0.0,CUT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.08221941153566738,0.09677733675567153,20.0,0.1513671875
pre,lesion,0.0,CUT-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7228472376557331,0.7654507858088332,0.0,0.00048828125
pre,lesion,0.0,CUT-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,16.408372521599137,17.368727545189902,8.0,0.01220703125
pre,lesion,0.0,CUT-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.08052925976333576,0.09677733675567153,15.0,0.06396484375
pre,lesion,0.0,SynDiff-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7100103903566996,0.7654507858088332,3.0,0.00244140625
pre,lesion,0.0,SynDiff-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.628811214388584,17.368727545189902,5.0,0.0048828125
pre,lesion,0.0,SynDiff-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.09955565055929529,0.09677733675567153,34.0,0.7333984375
pre,lesion,0.0,SynDiff-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7073028940623324,0.7654507858088332,4.0,0.00341796875
pre,lesion,0.0,SynDiff-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.541289808219416,17.368727545189902,3.0,0.00244140625
pre,lesion,0.0,SynDiff-3D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.09554245050834209,0.09677733675567153,38.0,0.9697265625
pre,lesion,0.0,SynDiff-3D+3D-refine-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7078969423983538,0.7654507858088332,5.0,0.0048828125
pre,lesion,0.0,SynDiff-3D+3D-refine-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.730927644533608,17.368727545189902,6.0,0.0068359375
pre,lesion,0.0,SynDiff-3D+3D-refine-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.09069294006416716,0.09677733675567153,26.0,0.33935546875
pre,lesion,0.0,CycleGAN-2D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.7093491370964515,0.7654507858088332,9.0,0.01611328125
pre,lesion,0.0,CycleGAN-2D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.788012343249413,17.368727545189902,13.0,0.04248046875
pre,lesion,0.0,CycleGAN-2D-T2  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.10069061068958081,0.09677733675567153,38.0,0.9697265625
pre,lesion,0.0,ResViT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),ssim,12,0.704862091483077,0.7654507858088332,4.0,0.00341796875
pre,lesion,0.0,ResViT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),psnr,12,15.790300655661335,17.368727545189902,10.0,0.02099609375
pre,lesion,0.0,ResViT-3D-T2+FLAIR  vs  BEST(CycleGAN-2D+3D-post-T2+FLAIR),lpips,12,0.08887106152242412,0.09677733675567153,31.0,0.5693359375
pre,lesion,5.0,ResViT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6574639940432648,0.6665720772890998,18.0,0.10986328125
pre,lesion,5.0,ResViT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.76390452515891,16.77196173488366,36.0,0.85009765625
pre,lesion,5.0,ResViT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.1374234720178102,0.15921436486792465,2.0,0.00146484375
pre,lesion,5.0,ResViT-2D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6529708791265909,0.6665720772890998,6.0,0.0068359375
pre,lesion,5.0,ResViT-2D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.3897312207029,16.77196173488366,9.0,0.01611328125
pre,lesion,5.0,ResViT-2D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.13482739224350052,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,ResViT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6467945445041433,0.6665720772890998,7.0,0.00927734375
pre,lesion,5.0,ResViT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.82146645776098,16.77196173488366,38.0,0.9697265625
pre,lesion,5.0,ResViT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.10940347172128312,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,SwinPix2Pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6549821463896334,0.6665720772890998,39.0,1.0
pre,lesion,5.0,SwinPix2Pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.25380853579129,16.77196173488366,30.0,0.5185546875
pre,lesion,5.0,SwinPix2Pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.19531164515518687,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,pix2pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6548400734904076,0.6665720772890998,37.0,0.90966796875
pre,lesion,5.0,pix2pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.30205035680086,16.77196173488366,24.0,0.26611328125
pre,lesion,5.0,pix2pix-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.2007506906190816,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CycleGAN-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.65370511066407,0.6665720772890998,35.0,0.791015625
pre,lesion,5.0,CycleGAN-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.190044397368954,16.77196173488366,17.0,0.09228515625
pre,lesion,5.0,CycleGAN-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.20673194034520312,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CUT-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6509437161573097,0.6665720772890998,31.0,0.5693359375
pre,lesion,5.0,CUT-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.06283901540678,16.77196173488366,26.0,0.33935546875
pre,lesion,5.0,CUT-2D+3D-post-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.18999947232432898,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,SynDiff-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.646379475094899,0.6665720772890998,5.0,0.0048828125
pre,lesion,5.0,SynDiff-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.12091998555792,16.77196173488366,0.0,0.00048828125
pre,lesion,5.0,SynDiff-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.12046337697662156,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,ResViT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6490050429282263,0.6665720772890998,3.0,0.00244140625
pre,lesion,5.0,ResViT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.298907798261297,16.77196173488366,3.0,0.00244140625
pre,lesion,5.0,ResViT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.14130572775094877,0.15921436486792465,4.0,0.00341796875
pre,lesion,5.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6546817088918867,0.6665720772890998,38.0,0.9697265625
pre,lesion,5.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.289085027760237,16.77196173488366,32.0,0.6220703125
pre,lesion,5.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.19415374033248278,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,pix2pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6550271603809016,0.6665720772890998,38.0,0.9697265625
pre,lesion,5.0,pix2pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.238320651182587,16.77196173488366,30.0,0.5185546875
pre,lesion,5.0,pix2pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.20377219242920872,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,ResViT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6410044974561827,0.6665720772890998,4.0,0.00341796875
pre,lesion,5.0,ResViT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.52389646855163,16.77196173488366,19.0,0.12939453125
pre,lesion,5.0,ResViT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.12238528500131768,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CUT-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6538116736881127,0.6665720772890998,35.0,0.791015625
pre,lesion,5.0,CUT-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.260178705918367,16.77196173488366,30.0,0.5185546875
pre,lesion,5.0,CUT-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.20427052609803933,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,SwinPix2Pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6436435459284058,0.6665720772890998,28.0,0.423828125
pre,lesion,5.0,SwinPix2Pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.1899017905756,16.77196173488366,30.0,0.5185546875
pre,lesion,5.0,SwinPix2Pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.1931364825392655,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,SynDiff-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6357537260079634,0.6665720772890998,1.0,0.0009765625
pre,lesion,5.0,SynDiff-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.88990950359817,16.77196173488366,0.0,0.00048828125
pre,lesion,5.0,SynDiff-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.1285116761131524,0.15921436486792465,1.0,0.0009765625
pre,lesion,5.0,pix2pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.640940736193041,0.6665720772890998,26.0,0.33935546875
pre,lesion,5.0,pix2pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.08478622625559,16.77196173488366,22.0,0.20361328125
pre,lesion,5.0,pix2pix-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.2029424378423228,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,pix2pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.63921828914829,0.6665720772890998,33.0,0.67724609375
pre,lesion,5.0,pix2pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.213198885412275,16.77196173488366,35.0,0.791015625
pre,lesion,5.0,pix2pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.19906715621885573,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CycleGAN-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6385175707930867,0.6665720772890998,23.0,0.2333984375
pre,lesion,5.0,CycleGAN-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.120041299538755,16.77196173488366,25.0,0.30126953125
pre,lesion,5.0,CycleGAN-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.1995907981673187,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,pix2pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.645325929931644,0.6665720772890998,34.0,0.7333984375
pre,lesion,5.0,pix2pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.157108767892336,16.77196173488366,27.0,0.38037109375
pre,lesion,5.0,pix2pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.20259427817212497,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CycleGAN-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6381972732319893,0.6665720772890998,21.0,0.17626953125
pre,lesion,5.0,CycleGAN-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.741949370371701,16.77196173488366,17.0,0.09228515625
pre,lesion,5.0,CycleGAN-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.20921495157261835,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,SwinPix2Pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.644600383183601,0.6665720772890998,33.0,0.67724609375
pre,lesion,5.0,SwinPix2Pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.29500165745745,16.77196173488366,31.0,0.5693359375
pre,lesion,5.0,SwinPix2Pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.19310566579745625,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,SwinPix2Pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6455975852380631,0.6665720772890998,30.0,0.5185546875
pre,lesion,5.0,SwinPix2Pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.306660255699597,16.77196173488366,30.0,0.5185546875
pre,lesion,5.0,SwinPix2Pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.18805704316301597,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,pix2pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6451595143324226,0.6665720772890998,35.0,0.791015625
pre,lesion,5.0,pix2pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.164347708681408,16.77196173488366,25.0,0.30126953125
pre,lesion,5.0,pix2pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.2041234453801614,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CycleGAN-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6440308232367177,0.6665720772890998,21.0,0.17626953125
pre,lesion,5.0,CycleGAN-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.903771432693787,16.77196173488366,14.0,0.05224609375
pre,lesion,5.0,CycleGAN-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.20928241401886127,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CUT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6331972040962369,0.6665720772890998,15.0,0.06396484375
pre,lesion,5.0,CUT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.924913677235187,16.77196173488366,15.0,0.06396484375
pre,lesion,5.0,CUT-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.1983952358905207,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CUT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6395403413633106,0.6665720772890998,27.0,0.38037109375
pre,lesion,5.0,CUT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.130881058025665,16.77196173488366,27.0,0.38037109375
pre,lesion,5.0,CUT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.19941087759743137,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,SynDiff-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6307855739360403,0.6665720772890998,0.0,0.00048828125
pre,lesion,5.0,SynDiff-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.786844257417632,16.77196173488366,0.0,0.00048828125
pre,lesion,5.0,SynDiff-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.12233339818701011,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,SwinPix2Pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6306000313235313,0.6665720772890998,20.0,0.1513671875
pre,lesion,5.0,SwinPix2Pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.960825319241044,16.77196173488366,30.0,0.5185546875
pre,lesion,5.0,SwinPix2Pix-2.5D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.19007057220846257,0.15921436486792465,1.0,0.0009765625
pre,lesion,5.0,SynDiff-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.630170056187789,0.6665720772890998,0.0,0.00048828125
pre,lesion,5.0,SynDiff-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.604632364958961,16.77196173488366,0.0,0.00048828125
pre,lesion,5.0,SynDiff-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.13633409520395728,0.15921436486792465,2.0,0.00146484375
pre,lesion,5.0,CycleGAN-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6373697753200662,0.6665720772890998,23.0,0.2333984375
pre,lesion,5.0,CycleGAN-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.960962227433987,16.77196173488366,17.0,0.09228515625
pre,lesion,5.0,CycleGAN-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.2109527969122186,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CUT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6288895934883144,0.6665720772890998,20.0,0.1513671875
pre,lesion,5.0,CUT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.778105847710876,16.77196173488366,17.0,0.09228515625
pre,lesion,5.0,CUT-2D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.16024515642917486,0.15921436486792465,38.0,0.9697265625
pre,lesion,5.0,SynDiff-3D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6254045188967016,0.6665720772890998,0.0,0.00048828125
pre,lesion,5.0,SynDiff-3D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.044503150155126,16.77196173488366,0.0,0.00048828125
pre,lesion,5.0,SynDiff-3D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.1301913597152483,0.15921436486792465,2.0,0.00146484375
pre,lesion,5.0,ResViT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6197497707243292,0.6665720772890998,1.0,0.0009765625
pre,lesion,5.0,ResViT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.779985194929745,16.77196173488366,9.0,0.01611328125
pre,lesion,5.0,ResViT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.11736380476543347,0.15921436486792465,1.0,0.0009765625
pre,lesion,5.0,CUT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6336000227972631,0.6665720772890998,21.0,0.17626953125
pre,lesion,5.0,CUT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,16.00040730568151,16.77196173488366,24.0,0.26611328125
pre,lesion,5.0,CUT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.19838156792966358,0.15921436486792465,0.0,0.00048828125
pre,lesion,5.0,CycleGAN-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6148360806610634,0.6665720772890998,4.0,0.00341796875
pre,lesion,5.0,CycleGAN-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.382058157421255,16.77196173488366,2.0,0.00146484375
pre,lesion,5.0,CycleGAN-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.15237282479662578,0.15921436486792465,29.0,0.4697265625
pre,lesion,5.0,SwinPix2Pix-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6135820499313552,0.6665720772890998,4.0,0.00341796875
pre,lesion,5.0,SwinPix2Pix-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.179200270812904,16.77196173488366,3.0,0.00244140625
pre,lesion,5.0,SwinPix2Pix-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.18393732446121439,0.15921436486792465,3.0,0.00244140625
pre,lesion,5.0,SynDiff-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.6127896811424343,0.6665720772890998,0.0,0.00048828125
pre,lesion,5.0,SynDiff-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.258075501070337,16.77196173488366,0.0,0.00048828125
pre,lesion,5.0,SynDiff-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.14434188858628352,0.15921436486792465,13.0,0.04248046875
pre,lesion,5.0,ResViT-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),ssim,12,0.612517003427554,0.6665720772890998,0.0,0.00048828125
pre,lesion,5.0,ResViT-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),psnr,12,15.626243668003767,16.77196173488366,2.0,0.00146484375
pre,lesion,5.0,ResViT-3D-T2+FLAIR  vs  BEST(ResViT-2D+3D-refine-T2+FLAIR),lpips,12,0.12008422974024775,0.15921436486792465,1.0,0.0009765625
