method,family,backbone,architecture,target,channel,roi,dilation_mm,phase,n_subjects,ssim_mean,ssim_sd,ssim_ci95,ssim_median,ssim_min,ssim_max,ssim_n,psnr_mean,psnr_sd,psnr_ci95,psnr_median,psnr_min,psnr_max,psnr_n,mae_mean,mae_sd,mae_ci95,mae_median,mae_min,mae_max,mae_n,lpips_mean,lpips_sd,lpips_ci95,lpips_median,lpips_min,lpips_max,lpips_n
SynDiff-2D-T2,SynDiff,SynDiff,2D,t2,t2,lesion,5.0,post,14,0.630108378086774,0.05748117922559345,0.030110483038988594,0.6186217058456651,0.5318802040737155,0.7506113186336292,14,13.019825583811611,1.4469096235987422,0.7579376113585551,12.919830597129726,10.849840637931278,16.31032299119383,14,0.15597921875970705,0.032434973392387705,0.016990478089682116,0.15280094742774963,0.09932894259691238,0.2131737917661667,14,0.14044013258020466,0.02393057062896443,0.01253559949090124,0.14404963638621016,0.09939550766004966,0.1857563952084795,14
SwinPix2Pix-2D-T2+FLAIR,SwinPix2Pix,GAN,2D,t2_flair,t2,lesion,5.0,post,8,0.6276319350848483,0.03741293925468028,0.02592584419008271,0.6148487315064848,0.5862460060099043,0.6990467805821617,8,13.077570895357493,1.663927787613616,1.1530431295857908,12.955954621085136,10.372744076234202,16.06613068790417,8,0.15529773943126202,0.036306267533978726,0.02515895981339236,0.1527319699525833,0.10532180964946747,0.22589252889156342,8,0.19822217582968116,0.036108838126507295,0.025022148214020244,0.19500742194851162,0.128506464375691,0.24910625716438517,8
SynDiff-3D+3D-refine-T2,SynDiff,SynDiff,3D+3D-refine,t2,t2,lesion,5.0,post,14,0.6270090522897817,0.0435591919102546,0.022817700104207094,0.6349744259136831,0.541825037430511,0.7259928481295839,14,13.328592920885844,1.4438423143454922,0.7563308565130632,13.010343402618346,11.02995991315796,16.142368330993094,14,0.15110463010413305,0.030243338797881703,0.01584242968193214,0.15169363468885422,0.11020798236131668,0.21022580564022064,14,0.14984526718404081,0.02120677752963458,0.01110878941108004,0.14655077661120752,0.11230249187121025,0.19192741818439502,14
SynDiff-3D-T2+FLAIR,SynDiff,SynDiff,3D,t2_flair,t2,lesion,5.0,post,8,0.6251456947735522,0.04187132147872323,0.02901534544775019,0.6268552147072751,0.571877515046963,0.707182769378123,8,13.123387121487564,1.6215191359367542,1.1236554333077373,13.462282363503514,10.48423915290973,15.367676315064303,8,0.1542526874691248,0.04039053097946608,0.02798920998427967,0.13822971284389496,0.11768104881048203,0.2245829701423645,8,0.14985801835002624,0.022385232201229177,0.015512174498166123,0.15381205879585333,0.11926551404244759,0.18384745286343993,8
SynDiff-3D+3D-refine-T2+FLAIR,SynDiff,SynDiff,3D+3D-refine,t2_flair,t2,lesion,5.0,post,8,0.6246891806754863,0.04265638716350852,0.02955936821175096,0.6232774829484606,0.5706950627598828,0.6994899996251197,8,13.082216124044354,1.2142504797894913,0.8414326533518047,13.113474461452796,11.394310127776405,15.148305847111134,8,0.15208093263208866,0.0264568113061379,0.018333634869480166,0.1473112851381302,0.12389184534549713,0.19857358932495117,8,0.16220382352814947,0.025678392171892623,0.017794217930018574,0.16060258286761092,0.12995526538445398,0.19797456535426053,8
CycleGAN-2D-T2+FLAIR,CycleGAN,GAN,2D,t2_flair,t2,lesion,5.0,post,8,0.6243670483261208,0.039177596116455146,0.027148689006842516,0.6135567138630644,0.5707566069805122,0.6962478495677814,8,12.91707496651234,1.6096498417575487,1.1154304320737634,12.825491662918855,10.305361182632796,15.970856330534456,8,0.15805444680154324,0.03521602443374315,0.024403459889860306,0.15299981832504272,0.1080758273601532,0.2275572270154953,8,0.20149822965439784,0.03561849370730582,0.02468235686736459,0.20554823520659662,0.13164339350028473,0.25350741410511546,8
ResViT-3D-T2,ResViT,ResViT,3D,t2,t2,lesion,5.0,post,14,0.6224815943667481,0.06334180568706169,0.03318046691968316,0.6117598996675484,0.5031784130544272,0.727102099077429,14,13.163959045548628,1.5423905406112473,0.8079535743395656,13.091535301678903,10.64101136016909,16.174757041568128,14,0.15236816182732582,0.03330042297841763,0.017443828306785022,0.15324199944734573,0.10663411021232605,0.22105474770069122,14,0.1280679992680415,0.022551056509952788,0.011812965803803,0.12381853659014055,0.10444595478475094,0.18296596170826393,14
SynDiff-2.5D-T2,SynDiff,SynDiff,2.5D,t2,t2,lesion,5.0,post,14,0.6222313492316168,0.06563029421063774,0.034379250518113164,0.6092887083096711,0.5198415150687631,0.7634934368830636,14,12.956731387648906,1.5912981414624683,0.8335729423787764,12.905781961870524,10.356463904665116,16.8602526671131,14,0.1582943626812526,0.03505286736398812,0.01836181481401027,0.14776915311813354,0.09354168176651001,0.22661879658699036,14,0.13980949275412055,0.0234862067023291,0.012302827431309706,0.14289819921927843,0.10364900070887345,0.18544995898757446,14
CycleGAN-2.5D-T2+FLAIR,CycleGAN,GAN,2.5D,t2_flair,t2,lesion,5.0,post,8,0.6211962357732774,0.038956909605827025,0.026995761057224604,0.6119229046238809,0.5723496393923142,0.6969302406116852,8,12.821205837602683,1.6803033027165966,1.1643907826050364,12.716874709387739,10.215859982209494,16.177036781379602,8,0.16038337536156178,0.03642956584110099,0.025244401181085837,0.1584637239575386,0.10589738190174103,0.2311093509197235,8,0.2023558721444424,0.0374451594368529,0.025948171637201926,0.20624258821461083,0.13140434653244235,0.25721542356768623,8
CycleGAN-2D+3D-post-T2,CycleGAN,GAN,2D+3D-post,t2,t2,lesion,5.0,post,14,0.6202740368272222,0.042553628888376376,0.022290953980992262,0.6194050496091829,0.5242360783546393,0.6899780782004075,14,13.144074188875882,1.5573856518515323,0.815808493962845,13.03226665323402,10.625690351273471,16.605888566043284,14,0.15329202583857945,0.033542159999414255,0.017570457902222645,0.14518404752016068,0.10132540017366409,0.21779616177082062,14,0.19487888281945745,0.02542530324811084,0.013318588319296597,0.20359572977606766,0.12385958551683209,0.21999274523113854,14
SwinPix2Pix-2.5D-T2+FLAIR,SwinPix2Pix,GAN,2.5D,t2_flair,t2,lesion,5.0,post,8,0.6171475897725771,0.040546483433371736,0.028097279521225055,0.607690929596336,0.5724567964008237,0.6884922127408134,8,12.860928392853229,1.694239414462254,1.1740480153413897,12.75250941462945,10.418650729167318,15.988874327831475,8,0.15896587260067463,0.035668759748201294,0.024717189456577564,0.1570838838815689,0.10673098266124725,0.22549286484718323,8,0.19560285277355063,0.036575748043720276,0.025345700279311503,0.19160318799839438,0.12413240427320654,0.24016347964061424,8
SwinPix2Pix-2.5D-T2,SwinPix2Pix,GAN,2.5D,t2,t2,lesion,5.0,post,14,0.6164802011843323,0.0458494482443956,0.024017409738441325,0.6080861952194349,0.525629080975607,0.6984883134051365,14,12.855208803332076,1.629240213865244,0.8534482153453264,12.726725554618032,10.286905277968955,16.394881479151735,14,0.16291544905730657,0.03671941056630649,0.019234803529676808,0.1566142588853836,0.10321840643882751,0.22753414511680603,14,0.20337911116891566,0.033603347892649925,0.01760251008080154,0.19624370638877353,0.12028483538465067,0.25380740442778915,14
CycleGAN-2.5D-T2,CycleGAN,GAN,2.5D,t2,t2,lesion,5.0,post,14,0.6156509985279889,0.04687131039799593,0.024552693868981,0.6039236538995119,0.5242917397702271,0.6989895803294792,14,12.807363214308028,1.5200967251533357,0.7962753596393198,12.583762487462211,10.342236173357923,16.202021154881226,14,0.1627424769103527,0.03454700869914094,0.0180968298406118,0.1592257246375084,0.1053910180926323,0.22682255506515503,14,0.2201563559269557,0.033498910042593893,0.01754780218936461,0.23224169662908506,0.13214695758440279,0.25844603611363304,14
SwinPix2Pix-2D-T2,SwinPix2Pix,GAN,2D,t2,t2,lesion,5.0,post,14,0.6153418957008083,0.05088634171086193,0.026655895888768925,0.6031784711022641,0.5190813407219127,0.702112814290026,14,12.835079838709703,1.5952744331423345,0.835655851337808,12.679602602797031,10.264688097831094,16.223537331587053,14,0.16298396299992288,0.03666481197241794,0.019206203037178533,0.1569678857922554,0.10358395427465439,0.22650249302387238,14,0.20976364456314692,0.03301103591321213,0.017292238091762203,0.21807042906354918,0.12704706920141523,0.25521548397955485,14
SwinPix2Pix-3D-T2+FLAIR,SwinPix2Pix,GAN,3D,t2_flair,t2,lesion,5.0,post,8,0.6147839187513557,0.0361562273816528,0.025054987292415634,0.6099434146338591,0.5517937528536058,0.6753557020417026,8,13.378587450541184,1.6425305982153435,1.1382156338183766,13.198779151059055,10.620754853416056,16.363464570198435,8,0.14817219879478216,0.03374330513098239,0.023382917480209185,0.14383546262979507,0.1044459417462349,0.21769073605537415,8,0.18338944723016026,0.032920143302693966,0.022812495435628456,0.18514711305437181,0.12149529345333576,0.23105626902543008,8
SynDiff-3D-T2,SynDiff,SynDiff,3D,t2,t2,lesion,5.0,post,14,0.614569103954725,0.05248746270702176,0.027494614357104964,0.6014461737528796,0.5370459682637166,0.7330002824634533,14,13.079215118157476,1.0634256135668538,0.557056402320184,13.106120512353279,10.705143423411096,14.830239475739162,14,0.15784673605646407,0.025949808781538644,0.01359334111979415,0.15525472909212112,0.12577025592327118,0.21736401319503784,14,0.15268207285474347,0.02027809168272954,0.010622314014810988,0.15517174346960166,0.11971767690892403,0.1846214369659058,14
CUT-2.5D-T2+FLAIR,CUT,GAN,2.5D,t2_flair,t2,lesion,5.0,post,8,0.6123688288849696,0.04741576774404201,0.032857450688838906,0.6064398334125067,0.5414448511287092,0.6902181552536542,8,13.086588774723946,1.6833615973340796,1.1665100726506672,12.998335897132318,10.583942236738022,16.37827862287719,8,0.15816936548799276,0.034979166174548756,0.02423932549022904,0.1529463678598404,0.10531599074602127,0.22180046141147614,8,0.2168697444770764,0.04264462441693137,0.029551217044238277,0.22376123803822115,0.12559480626474728,0.26189502855413593,8
pix2pix-2.5D-T2,pix2pix,GAN,2.5D,t2,t2,lesion,5.0,post,14,0.6117103947670485,0.05072752947470449,0.026572704952054927,0.6038079820455482,0.5315590000518469,0.7118862715666995,14,12.773778765295367,1.6507596741838864,0.8647207980178157,12.61990331956734,10.212242530052503,16.673024419563227,14,0.16665829930986678,0.03665247733761271,0.01919974176033803,0.1633008047938347,0.10012894868850708,0.2308216392993927,14,0.2276985508444737,0.03477004429812652,0.01821366303211592,0.23461963737873653,0.13139989887448875,0.2703205563593656,14
