comparison,metric,n,mean_A,mean_B,stat,p,note
[arch effect GAN-CycleGAN] CycleGAN-3D-T2  vs  CycleGAN-2D-T2,lpips,30,0.2080255194872612,0.2665619875103823,0.0,1.862645149230957e-09,
[arch effect GAN-SwinPix2Pix] SwinPix2Pix-2.5D-T2  vs  SwinPix2Pix-2D-T2,ssim,30,0.8019756781763501,0.78451274154942,4.0,1.30385160446167e-08,
[arch effect GAN-SwinPix2Pix] SwinPix2Pix-2.5D-T2  vs  SwinPix2Pix-2D-T2,psnr,30,15.011230370753715,14.919530790689445,62.0,0.0002091266214847,
[arch effect GAN-SwinPix2Pix] SwinPix2Pix-2.5D-T2  vs  SwinPix2Pix-2D-T2,lpips,30,0.2335162817721487,0.2501968484076407,4.0,1.30385160446167e-08,
[arch effect GAN-SwinPix2Pix] SwinPix2Pix-2D+3D-post-T2  vs  SwinPix2Pix-2D-T2,ssim,30,0.8127929231071979,0.78451274154942,0.0,1.862645149230957e-09,
[arch effect GAN-SwinPix2Pix] SwinPix2Pix-2D+3D-post-T2  vs  SwinPix2Pix-2D-T2,psnr,30,14.88218754477467,14.919530790689445,157.0,0.124134462326765,
[arch effect GAN-SwinPix2Pix] SwinPix2Pix-2D+3D-post-T2  vs  SwinPix2Pix-2D-T2,lpips,30,0.2346151440597007,0.2501968484076407,18.0,4.7124922275543213e-07,
[arch effect GAN-SwinPix2Pix] SwinPix2Pix-3D-T2  vs  SwinPix2Pix-2D-T2,ssim,30,0.7853026542123428,0.78451274154942,225.0,0.8871948085725307,
[arch effect GAN-SwinPix2Pix] SwinPix2Pix-3D-T2  vs  SwinPix2Pix-2D-T2,psnr,30,14.245009181270865,14.919530790689445,19.0,5.718320608139038e-07,
[arch effect GAN-SwinPix2Pix] SwinPix2Pix-3D-T2  vs  SwinPix2Pix-2D-T2,lpips,30,0.2413217389986492,0.2501968484076407,83.0,0.0014574769884347,
[arch effect ResViT] ResViT-2.5D-T2  vs  ResViT-2D-T2,ssim,30,0.7229053623114197,0.7197601249999205,151.0,0.0961015727370977,
[arch effect ResViT] ResViT-2.5D-T2  vs  ResViT-2D-T2,psnr,30,15.40746933771084,15.23221214672147,112.0,0.0120476223528385,
[arch effect ResViT] ResViT-2.5D-T2  vs  ResViT-2D-T2,lpips,30,0.1726203656489028,0.1830522452664315,72.0,0.0005548261106014,
[arch effect ResViT] ResViT-2D+3D-refine-T2  vs  ResViT-2D-T2,ssim,30,0.7307141683475452,0.7197601249999205,0.0,1.862645149230957e-09,
[arch effect ResViT] ResViT-2D+3D-refine-T2  vs  ResViT-2D-T2,psnr,30,15.162804906120146,15.23221214672147,153.0,0.1048399042338132,
[arch effect ResViT] ResViT-2D+3D-refine-T2  vs  ResViT-2D-T2,lpips,30,0.189516024665893,0.1830522452664315,88.0,0.0021877754479646,
[arch effect ResViT] ResViT-3D-T2  vs  ResViT-2D-T2,ssim,30,0.7080702007492069,0.7197601249999205,96.0,0.0040317941457033,
[arch effect ResViT] ResViT-3D-T2  vs  ResViT-2D-T2,psnr,30,14.753239322402084,15.23221214672147,105.0,0.0076121371239423,
[arch effect ResViT] ResViT-3D-T2  vs  ResViT-2D-T2,lpips,30,0.1655223016429766,0.1830522452664315,71.0,0.0005054883658885,
[arch effect SynDiff] SynDiff-2.5D-T2  vs  SynDiff-2D-T2,ssim,30,0.7262477833896621,0.7263469218132582,220.0,0.8078304156661034,
[arch effect SynDiff] SynDiff-2.5D-T2  vs  SynDiff-2D-T2,psnr,30,14.626533139216692,14.66929180616923,204.0,0.5698575973510742,
[arch effect SynDiff] SynDiff-2.5D-T2  vs  SynDiff-2D-T2,lpips,30,0.1857300764535434,0.187595822059723,157.0,0.124134462326765,
[arch effect SynDiff] SynDiff-3D-T2  vs  SynDiff-2D-T2,ssim,30,0.6978028718553778,0.7263469218132582,0.0,1.862645149230957e-09,
[arch effect SynDiff] SynDiff-3D-T2  vs  SynDiff-2D-T2,psnr,30,14.136080038907789,14.66929180616923,35.0,7.994472980499268e-06,
[arch effect SynDiff] SynDiff-3D-T2  vs  SynDiff-2D-T2,lpips,30,0.2144135550372353,0.187595822059723,56.0,0.0001105815172195,
[arch effect SynDiff] SynDiff-3D+3D-refine-T2  vs  SynDiff-2D-T2,ssim,30,0.7068451612993459,0.7263469218132582,2.0,5.587935447692871e-09,
[arch effect SynDiff] SynDiff-3D+3D-refine-T2  vs  SynDiff-2D-T2,psnr,30,14.94632271283085,14.66929180616923,82.0,0.0013406034559011,
[arch effect SynDiff] SynDiff-3D+3D-refine-T2  vs  SynDiff-2D-T2,lpips,30,0.208157383009672,0.187595822059723,58.0,0.0001373942941427,
[arch effect SynDiff] SynDiff-ResViT->SynDiff-cascade-T2  vs  SynDiff-2D-T2,ssim,30,0.7279616396488316,0.7263469218132582,196.0,0.4645450450479984,
[arch effect SynDiff] SynDiff-ResViT->SynDiff-cascade-T2  vs  SynDiff-2D-T2,psnr,30,15.29353611563259,14.66929180616923,16.0,3.1478703022003174e-07,
[arch effect SynDiff] SynDiff-ResViT->SynDiff-cascade-T2  vs  SynDiff-2D-T2,lpips,30,0.1801703968102657,0.187595822059723,106.0,0.0081429798156023,
[arch effect SynDiff] SynDiff-ResViT+SynDiff-joint-T2  vs  SynDiff-2D-T2,ssim,30,0.7189347567768422,0.7263469218132582,73.0,0.0006084088236093,
[arch effect SynDiff] SynDiff-ResViT+SynDiff-joint-T2  vs  SynDiff-2D-T2,psnr,30,15.196329345559024,14.66929180616923,30.0,3.7904828786849976e-06,
[arch effect SynDiff] SynDiff-ResViT+SynDiff-joint-T2  vs  SynDiff-2D-T2,lpips,30,0.1671358723852102,0.187595822059723,10.0,8.009374141693115e-08,
